,Name,Symbol,Year,Mon,Day,High,Low,Open,Close,Volume,Marketcap,o_avg,c_avg,Price1,Volume1,Popularity
0,TRON,TRX,2017,9,2,0.002478810027242,0.0012984899804,0.002006029943004,0.001426829956472,58769.69921875,0,0.002006029943004,0.001426829956472,0.002461775721583,100976.185267857,248.580721350476
1,TRON,TRX,2017,9,3,0.023237800225616,0.001091259997338,0.001419220003299,0.002079299883917,100976.185267857,0,0.00237292285809,0.002461775721583,0.002196429982885,57339.6558159722,125.942539242501
2,TRON,TRX,2017,9,4,0.005655920132995,0.001465309993364,0.002078810008243,0.002260599983856,57339.6558159722,7997185.58287778,0.002174438921631,0.002196429982885,0.002731777095635,627172.443080357,1713.29531502038
3,TRON,TRX,2017,10,1,0.004172939807177,0.001768109970726,0.002261450048536,0.002459219889715,627172.443080357,110193362.419243,0.002701645733656,0.002731777095635,0.0023225314383,219725.571428571,510.319547441199
4,TRON,TRX,2017,10,2,0.002853770041838,0.001943330047652,0.002565419999883,0.002393770031631,219725.571428571,151693500.370429,0.00236239570326,0.0023225314383,0.002090921409295,193526.857142857,404.649448873589
5,TRON,TRX,2017,10,3,0.00245970999822,0.001829819986597,0.002377660013735,0.002298420062289,193526.857142857,136758386.295,0.002103607137022,0.002090921409295,0.002812081971206,965406.5,2714.80221353486
6,TRON,TRX,2017,10,4,0.003286609891802,0.002293430035934,0.002305849920958,0.00281350989826,965406.5,184016113.7437,0.002758824964985,0.002812081971206,0.002243575706546,1584570,3555.10275732127
7,TRON,TRX,2017,11,1,0.002797039924189,0.002074090065435,0.002782470081002,0.002183520002291,1584570,147017461.216571,0.002331729978323,0.002243575706546,0.002153915669104,2687117.14285714,5787.82371871748
8,TRON,TRX,2017,11,2,0.002565860049799,0.001684349961579,0.002173020038754,0.002485089935362,2687117.14285714,141198022.980286,0.002107251402257,0.002153915669104,0.002117477157818,4733861.42857143,10023.8434432777
9,TRON,TRX,2017,11,3,0.002500070026144,0.001822720048949,0.002444290090352,0.002143430057913,4733861.42857143,138934435.315429,0.002156544343701,0.002117477157818,0.002144452210309,5350655.55555556,11474.2251327121
10,TRON,TRX,2017,11,4,0.002609659917653,0.001935170032084,0.002145679900423,0.002243810100481,5350655.55555556,140854775.443556,0.002139126674996,0.002144452210309,0.002552165716354,16577524.2857143,42308.5891440314
11,TRON,TRX,2017,12,1,0.005807660054415,0.002031960058957,0.00224101007916,0.004274560138583,16577524.2857143,167800282.612143,0.002270747208968,0.002552165716354,0.008617172682924,70463371.4285714,607195.039421008
12,TRON,TRX,2017,12,2,0.020063500851393,0.00348892994225,0.004310910124332,0.017689999192953,70463371.4285714,566563539.606286,0.006696465691285,0.008617172682924,0.039597571428333,313807138.285714,12426000.5729893
