,Name,Symbol,Year,Mon,Day,High,Low,Open,Close,Volume,Marketcap,o_avg,c_avg,Price1,Volume1,Popularity
0,IOTA,MIOTA,2017,6,2,0.606195986270905,0.495745003223419,0.592347025871277,0.528916001319885,14194900,1470138039.16,0.592347025871277,0.528916001319885,0.406344281775611,4876445.71428571,1981515.83138918
1,IOTA,MIOTA,2017,6,3,0.543165028095245,0.300365000963211,0.528284013271332,0.41354700922966,4876445.71428571,1129446247.46571,0.424017433609281,0.406344281775611,0.430637227164375,6547236.66666667,2819483.84372226
2,IOTA,MIOTA,2017,6,4,0.63561201095581,0.351155996322632,0.413370996713638,0.401591002941132,6547236.66666667,1196969200.15444,0.433675891823239,0.430637227164375,0.366140420947756,4742507.14285714,1736423.56163345
3,IOTA,MIOTA,2017,7,1,0.414191991090775,0.271858990192413,0.402294993400574,0.284565001726151,4742507.14285714,1017698409.04714,0.382922713245664,0.366140420947756,0.233108282089233,4721682.85714286,1100663.37939875
4,IOTA,MIOTA,2017,7,2,0.320908010005951,0.161877006292343,0.286163985729218,0.175349995493889,4721682.85714286,647931539.361286,0.247997426560947,0.233108282089233,0.236988142132759,8256627.14285714,1956722.72686863
5,IOTA,MIOTA,2017,7,3,0.309576988220215,0.147933006286621,0.175236999988556,0.264133989810944,8256627.14285714,658715719.783428,0.224987002355712,0.236988142132759,0.265924403071403,3396585,903234.838606283
6,IOTA,MIOTA,2017,7,4,0.285551011562347,0.237997993826866,0.263390004634857,0.254732012748718,3396585,739144922.7885,0.267031300067902,0.265924403071403,0.373381857361112,9587695.71428572,3579871.63361318
7,IOTA,MIOTA,2017,8,1,0.491028010845184,0.249623000621796,0.256664991378784,0.474577009677887,9587695.71428572,1037826179.05129,0.34246956876346,0.373381857361112,0.688277857644217,30241642.8571429,20814653.1573558
8,IOTA,MIOTA,2017,8,2,0.976404011249542,0.458992004394531,0.473874002695084,0.976404011249542,30241642.8571429,1913089147.04571,0.61591756769589,0.688277857644217,0.953765860625676,50717743.4285714,48372852.2101436
9,IOTA,MIOTA,2017,8,3,1.09986996650696,0.767235994338989,0.97732001543045,0.906269013881683,50717743.4285714,2651021082.81714,0.957327433994838,0.953765860625676,0.879067498445511,20899950,18372466.7641363
10,IOTA,MIOTA,2017,8,4,0.979088008403778,0.746405005455017,0.901777982711792,0.842423975467682,20899950,2443394737.051,0.88527410030365,0.879067498445511,0.687752987657275,40253513.7142857,27684474.3207031
11,IOTA,MIOTA,2017,9,1,0.879100024700165,0.406794995069504,0.842867016792297,0.645757973194122,40253513.7142857,1911630290.72286,0.711409713540758,0.687752987657275,0.535564571619034,31643200,16946976.8526554
